title,score,ratings,maxInstalls,offersIAP,contentRating,adSupported,genre,n_stars_1,n_stars_2,n_stars_3,n_stars_4,n_stars_5,allow Wi-Fi Multicast reception,draw over other apps,view network connections,measure app storage space,retrieve system internal state,reroute outgoing calls,close other apps,access USB storage filesystem,add or modify calendar events and send email to guests without owners' knowledge,read your contacts,disable your screen lock,view Wi-Fi connections,read your Web bookmarks and history,run at startup,add words to user-defined dictionary,change your audio settings,read Google service configuration,delete all app cache data,precise location (GPS and network-based),read terms you added to the dictionary,full network access,connect and disconnect from Wi-Fi,toggle sync on and off,send SMS messages,control Near Field Communication,send sticky broadcast,pair with Bluetooth devices,take pictures and videos,body sensors (like heart rate monitors),change system display settings,record audio,set wallpaper,read sync settings,Google Play license check,access extra location provider commands,mock location sources for testing,read phone status and identity,modify your contacts,access Bluetooth settings,expand/collapse status bar,change network connectivity,control vibration,create accounts and set passwords,read calendar events plus confidential information,enable app debugging,prevent device from sleeping,read battery statistics,set an alarm,modify system settings,read sensitive log data,control flashlight,modify phone state,add or remove accounts,approximate location (network-based),use/find accounts on the device,read/edit your text messages (SMS or MMS),receive text messages (SMS/MMS),retrieve/reorder running apps,read/write call log,read/modify/delete the contents of your USB storage,install/uninstall shortcuts,read/modify own contact card,directly call phone/anyphone numbers
Redfin Houses for Sale & Rent,4.6449623,115781,7889088,0,Everyone,0,House & Home,3270,1462,4559,14514,91972,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
"Solitaire, Klondike Card Games",4.6449704,57230,4833103,1,Everyone,1,Card,1128,722,2889,7856,44631,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Max: Stream HBO, TV, & Movies",4.646167,141562,8019615,1,Teen,1,Entertainment,5362,959,3840,18073,113323,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Best Fiends - Match 3 Games,4.6461873,2256097,64078093,1,Everyone,1,Casual,65196,31716,78351,285575,1795242,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SONIC Drive-In - Order Online ,4.6468368,434150,11392226,0,Everyone,0,Food & Drink,14466,3036,12318,61705,342619,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Southwest Airlines,4.6469684,137702,17211073,0,Everyone,1,Travel & Local,6117,2038,2610,12797,114134,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Solfeggio Frequencies Healing,4.6473827,12923,813344,1,Everyone,1,Libraries & Demo,460,282,317,1210,10641,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PictureThis - Plant Identifier,4.6478376,467946,44133966,1,Everyone,1,Education,20371,4588,12616,44283,386076,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vita Solitaire - Big Card Game,4.6478405,24049,392828,1,Everyone,1,Card,417,198,1156,3874,18395,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Word Trip,4.6494675,415670,16635324,1,Everyone,1,Word,7274,5467,22335,55532,325059,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ringtones for Android Phone,4.649635,9514,2089186,1,Everyone,1,Music & Audio,549,137,137,411,8257,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vanishing Hour - Watch Face,4.65,183,48947,0,Everyone,0,Personalization,8,0,0,24,141,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Facemoji:Emoji AI Keyboard,4.6501107,1249012,153323117,1,Teen,1,Personalization,52911,15191,35032,109674,1036175,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Mirror link car connector,4.6501765,22515,719298,0,Everyone,1,Libraries & Demo,1748,152,0,393,20204,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purify Cleaner,4.6509433,1211,504939,0,Everyone,1,Productivity,62,0,18,99,1011,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
Domino's Pizza USA,4.6515627,1973558,25797966,0,Everyone,0,Food & Drink,61036,27610,55505,249667,1579735,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Podcast Player,4.651896,245843,13455679,1,Teen,1,News & Magazines,9861,4891,5715,20009,205357,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Weather app,4.6534634,169702,12865192,0,Everyone,1,Weather,7943,2120,3594,13478,142561,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Speech Blubs: Language Therapy,4.6550975,11278,2674029,1,Everyone,0,Parenting,391,95,391,1245,9148,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Fetch: Have Fun, Save Money",4.6565785,857660,17070580,0,Everyone,0,Shopping,22370,11713,36371,97168,690033,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0
Microsoft Authenticator,4.6566086,1301819,96581586,0,Everyone,0,Business,39121,9407,35927,190452,1026899,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
Uber - Request a ride,4.657025,12053570,797093202,0,Everyone,0,Maps & Navigation,592764,151312,251183,806652,10251618,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1
Babbel - Learn Languages,4.657232,885665,53101987,1,Everyone,0,Education,24195,7770,28185,127077,698414,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Super Mano Bros - Jungle World,4.6580997,40865,2854279,1,Teen,1,Adventure,762,188,2449,5441,32016,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Progressive,4.6587067,93671,15739770,0,Everyone,0,Finance,3584,1225,2226,9498,77133,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
AutoZone - Auto Parts & Repair,4.6589594,71927,6027546,0,Everyone,0,Auto & Vehicles,1932,538,2707,9763,56981,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
My Diary - Diary With Lock,4.6603775,541,444637,0,Everyone,1,Lifestyle,19,4,9,66,437,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Temu: Shop Like a Billionaire,4.6610923,472072,59045940,0,Teen,0,Shopping,18545,4776,11527,48416,388803,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naughty Puzzle: Brain Test,4.662465,20164,2789122,1,Teen,1,Puzzle,1212,195,423,506,17819,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anime TV,4.6633663,123,5904,0,Everyone,1,Comics,1,1,4,22,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cash Winner Casino Slots,4.663963,20959,1082845,1,Teen,1,Casino,1031,303,472,1055,18092,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sky: Children of the Light,4.6702485,925498,21127674,1,Everyone 10+,0,Role Playing,30499,13175,29937,83697,768152,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Roku App (Official),4.6703415,1751543,59092872,0,Teen,1,Entertainment,42288,19202,73079,204483,1412485,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Microsoft Teams,4.671397,6692199,372334289,0,Everyone,0,Business,162745,43534,178049,1061338,5246500,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
The most rewarding way to Shop,4.671573,471913,33511445,0,Everyone,0,Shopping,20092,4997,7731,44158,394930,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Quick Hit Casino Slot Games,4.6717286,564945,16450297,1,Teen,0,Casino,6950,4005,25363,94904,433717,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Solitaire Grand Harvest,4.674369,1375642,48565349,1,Everyone,1,Card,33399,17209,35216,192278,1097531,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poshmark - Sell & Shop Online,4.6752014,147206,38553253,0,Everyone,0,Shopping,5274,2028,4494,11637,123769,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Groovepad - music & beat maker,4.6757526,1694120,88006872,1,Everyone,1,Music & Audio,36443,16147,63927,227203,1350378,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Booksy Biz: For Businesses,4.676354,18632,1775418,1,Teen,0,Beauty,959,120,441,935,16169,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Factor_ Prepared Meal Delivery,4.6765404,16838,860736,0,Everyone,0,Food & Drink,458,239,408,2074,13655,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brain Test 3: Tricky Quests,4.6767526,206339,14789394,1,Everyone,1,Trivia,4407,1519,5623,33191,161566,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Famous Fashion - Dress Up Game,4.6773047,20988,6281671,1,Everyone,1,Role Playing,664,292,744,1709,17559,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cars.com – New & Used Vehicles,4.6784573,121119,10807688,0,Everyone,1,Auto & Vehicles,989,713,4854,23133,91425,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Phone Tracker By Number,4.6796246,98338,4816402,0,Everyone,1,Parenting,4016,982,2895,6655,83767,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SHEIN-Shopping Online,4.679825,6046507,474638246,0,Teen,0,Shopping,181312,54777,156575,733155,4920661,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Solitaire,4.681982,185539,24653606,0,Everyone,1,Card,6245,2437,5369,15965,155517,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Passport Control,4.6821756,19680,774173,0,Everyone,0,Travel & Local,824,180,437,1534,16700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
L.O.L. Surprise! Beauty Salon,4.683849,32406,7942443,1,Everyone,1,Educational,1224,554,554,2560,27501,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Airlines,4.6838694,465561,19718509,0,Everyone,0,Travel & Local,11985,4424,13305,59346,376496,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Spider VPNفیلتر شکن پرسرعت قوی,4.684066,4505,599754,0,Everyone,1,Tools,197,35,122,271,3873,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Home Depot,4.6851864,393824,21310699,0,Everyone,0,Shopping,9297,4653,11936,48949,318984,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
Mirror Link Screen Connector,4.68546,15503,1183361,0,Everyone,1,Libraries & Demo,1191,0,0,88,14214,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beat Maker Pro - DJ Drum Pad,4.6860466,271659,48556184,1,Everyone,1,Music & Audio,9748,3633,6590,22178,229494,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TuneIn Radio: News, Music & FM",4.687398,2435307,171730313,1,Teen,1,Music & Audio,50971,19072,71461,357237,1936555,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SoundCloud: Play Music & Songs,4.6875725,6412129,370319312,1,Teen,1,Music & Audio,160073,69030,231374,693182,5258463,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Adobe Express: Graphic Design,4.687674,204220,27338248,1,Everyone,0,Art & Design,5758,2130,6962,20402,168944,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dollar General,4.6879506,444457,16207153,0,Everyone,1,Shopping,5585,2662,18848,70662,346695,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Microsoft Edge: Web Browser,4.6882067,833346,65837923,0,Everyone,0,Communication,16758,7612,24156,121613,663188,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0
Indeed Job Search,4.688744,4673979,167634869,0,Everyone,1,Business,39739,29828,221799,762744,3619857,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Huckleberry Sleep Baby Tracker,4.6890035,15873,974135,1,Everyone,0,Parenting,489,380,352,1115,13526,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Sonic Dash - Endless Running,4.689136,6240087,408447420,1,Everyone,1,Arcade,130863,55145,220018,810866,5023181,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NewsBreak: Local News & Alerts,4.6893725,436018,67446075,0,Teen,1,News & Magazines,15584,5166,8531,40534,366198,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Walmart: Shopping & Savings,4.6900735,3559975,90997694,0,Everyone,1,Shopping,63225,30698,138307,481713,2846027,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Advance Auto Parts,4.692541,29829,1514468,0,Everyone,0,Auto & Vehicles,321,261,1297,4499,23446,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
IPSY: Personalized Beauty,4.6927066,143991,3388285,0,Everyone,0,Beauty,6207,1620,3240,8070,124849,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Avatar World: City Life,4.6931033,231975,21917722,1,Everyone,0,Role Playing,7384,2592,8386,16989,196563,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newsmax,4.6935606,27844,3550554,0,Everyone,1,News & Magazines,906,442,684,2203,23603,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
House Designer : Fix & Flip,4.694973,938566,121662079,1,Everyone,0,Adventure,32742,11433,25639,69608,799074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazon Kindle,4.697948,3186188,424961182,0,Teen,1,Books & Reference,88593,27442,82365,360942,2626837,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0
PhotoRoom AI Photo Editor,4.699158,1196252,44194642,1,Everyone,0,Photography,35575,13343,37451,102552,1007281,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Google Play Books & Audiobooks,4.6998887,2248812,3448812220,0,Teen,0,Books & Reference,48365,21677,73766,268840,1836150,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
Microsoft 365 (Office),4.7000837,2808902,827139405,1,Everyone,1,Productivity,38579,18115,103111,427463,2221592,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
Weather by WeatherBug,4.702004,1805161,36511743,1,Everyone,1,Weather,10920,7309,52915,366484,1367527,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
